a,b,c,d,exp
921.64,372.14,647.28,738.17,1269129.858
641.25,712.2,101,264.61,421667.1725
353.13,869.59,787.46,151,744945.0485
349.28,567.83,152.76,362.65,145694.786
420.76,752.34,138.26,767.92,196922.7252
661.83,908.58,937.04,451.63,1316514.541
607.56,211.42,111.48,347.02,381903.964
973.43,878.08,130.63,171.29,964801.4518
673.36,234.67,361.8,864.41,585177.3396
712.88,965.7,349.09,581.79,630643.5125
776.78,482.88,464.64,434.29,819711.788
571.89,272.37,405.69,828.03,492470.5782
993.5,223.92,299.09,137.83,1076634.908
518.62,257.38,647.37,758.72,688813.3413
169.5,924.11,907.58,511.97,852943.6764
384.28,160.17,320.41,462.13,250795.8165
730.59,639.58,409.63,977.14,702535.625
669.73,377.26,972.7,290.97,1394974.533
591.29,386.39,652.91,349.83,776265.1622
881.26,393.54,914.18,779.47,1613123.73
725.9,720.27,972.57,874.42,1473697.635
421.91,784.28,993.13,439.45,1164754.695
810.39,821,662.89,837.52,1096992.624
356.93,736.82,182.62,349.1,161098.1893
468.02,168.81,757.71,121.13,793288.2945
848.35,134.59,697.91,474.3,1207250.391
275.19,641.06,367.96,920.91,212045.0077
593.59,897.7,342.84,837.38,470725.7337
702.64,492.14,833.31,925.16,1189033.686
783.33,678.01,546.02,798.49,912542.2193
955.9,198.59,983.71,719.7,1882149.874
661.01,604.26,472.19,115.6,660013.2162
786.69,282.91,765.93,715.02,1206244.941
230.93,740.53,384.33,431.37,201469.5838
406.39,894.51,675.88,419.07,622385.6765
607.46,943.69,190.56,323.22,405643.9852
464.45,281.73,559.47,912.47,529632.9534
519.21,105.57,113.89,708.98,283258.9362
907.38,245.06,517.81,246.72,1091712.381
641.31,813.22,143.47,813.9,432676.057
116.47,171.04,459.04,779.49,225062.4725
296.1,130.31,237.55,403.34,144508.5525
355.29,723.68,737.3,107.86,669950.1341
419.06,682,676.12,800.55,633550.088
749.53,986.74,716.16,729.16,1075409.527
464.26,243.6,268.26,754.47,288255.2452
759.59,662.16,545.62,188.71,874866.8625
292.62,209.01,199.94,458.95,126061.418
869.79,953.12,865.36,120.54,1505503.114
956.98,723.97,753.78,370.03,1484365.039
521.74,573.24,843.27,869.02,984185.9405
408.74,895.02,747.9,176.05,726598.8476
103.16,363.14,596.16,684.19,366732.9212
894.36,357.18,885.95,288.78,1585075.992
442.68,716.46,943.06,124.86,1085452.606
777.77,455.28,691.37,829.67,1083748.32
322.26,587.22,622.61,852.59,492347.3097
507.3,308.21,951.73,722.25,1163865.533
628.19,242.93,322.91,202.81,499096.3542
431.48,726.08,202.76,443.58,227730.188
432.69,134.62,552.17,309.1,492421.445
232.54,520.59,687.35,685.2,527210.0741
255.29,107.56,319.63,432.19,167768.511
464.83,150.8,128.23,438.31,232948.1718
401.3,389.02,924.15,208.31,1015303.223
467.89,511.61,552.8,921.64,525430.5321
396.61,436.63,496.28,451.09,404044.4205
481.8,907.55,309.48,871.68,328780.7904
876.55,628.4,440.32,108.45,962330.0549
919.81,628.95,154.99,579.5,870651.8362
639.48,728.52,455.41,383.93,616716.8685
558.85,468.66,861.45,329.23,1054738.655
957.34,929.74,685.01,735.23,1386473.806
981.99,865.11,394.61,902.56,1120923.972
691.42,658.88,851.78,169.33,1203760.115
733.81,583.5,747.25,759.57,1097619.249
117.55,184.4,895.05,277.14,815209.645
514.61,879.35,378.11,588.98,408379.6042
293,704.99,293.12,515.53,172283.8644
468.99,833.42,473.11,103.01,443887.7022
762.9,908.53,142.18,349.28,602580.8424
524.54,631.04,885.18,783.82,1059469.664
699.05,860.76,659.14,700.7,923837.1421
802,749.71,988.95,966.57,1622192.673
690.2,633.48,981.96,418.55,1441040.032
223.35,222.05,920.1,176.04,896645.2725
785.2,262.32,647.93,624.58,1036976.905
423.45,470.94,961.15,139.67,1103258.895
476.22,508.45,921.32,986.38,1076602.411
514.52,210.22,608.45,238.55,635180.7829
867.62,951.06,418.67,182.66,928231.6933
435.27,357.02,886.56,176.12,975624.7265
158.21,768.2,281.42,519.2,104746.8205
843.05,629.41,645.14,762.11,1127701.032
701.54,151.58,933.82,324.48,1364502.644
995.99,951.97,815.88,222.48,1657878.735
298.58,778.91,702.74,922.85,583916.374
155.78,545.05,443.14,593.3,221233.768
154.46,550.11,110.43,597.64,36650.3165
498.14,355.92,442.83,963.43,445205.2985
330.9,133.54,306.79,885.17,204500.0841
380.18,386.96,737.6,132.39,688722.9824
529.76,832.81,717.55,398.2,795921.8601
240.13,638.11,808.75,577.57,712316.5494
335.59,984.73,503.87,611.65,367117.275
331.11,805.14,408.64,823.78,277444.2617
642.84,556.81,558.39,453.05,725495.7077
200.89,367.98,679.9,456.45,503077.2521
599.84,460.98,373.73,385.16,499867.2985
246.94,319.16,874.3,123.78,825503.6336
950.07,950.99,445.18,328.94,1101147.177
839.36,530.86,447.64,360.95,905267.7292
606.5,526.73,428.63,473.19,552039.1169
204.69,728.09,421.86,729.01,220592.8657
610.26,756.28,821.92,102.1,1048071.854
740.49,790.79,650.38,540.81,971860.3945
345.13,872.63,268.21,578.62,191629.941
725.37,757.02,214.91,947.36,573295.305
719.87,564.27,562.7,514.27,835358.3769
861.16,979.15,194.53,744.47,780182.9365
445.19,219.08,885.93,616.2,983682.301
171.13,966.38,959.66,363.7,950596.4925
988.13,572.99,533.82,604.16,1261968.849
120.74,733.46,776.07,791.2,617653.9925
311.54,119.1,543.53,946.27,393428.3025
942.77,394.38,428.39,880.62,1073213.885
540.58,364.08,828.26,422.73,978664.094
114.62,516.23,346.04,499.27,133380.696
837.1,865,558.19,187.83,1012500.316
837.06,723.54,911.58,819.9,1532467.44
583.17,878.52,343.26,348.06,458262.7365
596.76,688.05,106.14,547.62,367935.8172
823.33,100.29,974.34,184.24,1627394.965
645.49,599.66,133.1,235.44,434608.3901
798.78,797.09,756.34,582.53,1210682.214
771.3,101.08,895.51,492.11,1397333.96
112.91,727.93,831.62,726.04,705066.5325
552.34,819.44,458.14,556.19,515527.9252
914.77,479.06,721.92,999.78,1358972.419
533.59,243.22,825.11,578.99,966103.7902
558.12,461.38,410.38,542.08,480451.7588
375.33,516.92,660.95,569.41,578296.9214
281.16,494.37,834.24,216.64,775223.9632
211.75,615.41,349.22,798.21,167590.8809
462.1,715.07,694.94,561.78,697039.7936
283.35,712.23,889.25,399.28,871452.065
253.71,678.04,624.47,890.25,455221.795
339.16,730.4,653.3,403.95,542234.3456
759.12,534.66,692.75,673.7,1056839.437
877.62,245.28,301.74,734.48,861998.372
429.26,924.78,444.07,935.68,382397.9925
845.88,228.62,967.66,695.72,1652574.57
583.41,462.76,816.5,386.83,1007426.308
219.5,831.46,696.67,459.9,533989.2389
882.58,467.6,408.75,531.62,946555.6389
304.06,308.06,575.25,334.73,423699.7761
889.65,253.52,433.05,847.35,979856.775
126.69,562.37,957.31,102.17,932594.9622
315.68,657.53,538.24,288.49,389644.65
243.05,383.06,472.71,827.37,283355.4166
924.24,533.93,748.95,263.57,1415409.25
119.58,653.23,154.88,462.5,38749.6908
503.81,497.33,334,285.94,365666.4561
917,245.15,146.58,768.78,863143.4764
677.7,101.88,399.42,244.46,619058.0864
531.3,759.38,844.55,361.93,995906.3225
693.41,976.65,891.03,669.5,1275421.389
962.4,113.24,637.53,826.36,1333484.621
884.59,554.1,543.09,289.34,1077735.556
783.71,358.11,887.56,934.84,1402898.958
834.17,289.23,488.36,594.33,934929.4085
241.76,484.24,754.67,998.27,628972.9765
219.28,882.24,489,778.99,287983.7084
142.3,397.52,126.11,506.94,36659.9621
354.53,248.18,316.65,414.75,226373.4934
842.24,486.1,245.72,911.68,770658.216
265.12,202.28,994.23,193.46,1058975.367
382.18,717.14,513.29,400.27,409928.4465
184.31,510.89,846.71,153,751041.0002
124.93,907.17,130.2,340.85,32900.3949
838.95,776.91,587.27,572.48,1049295.635
701.43,485.1,151.37,291.52,515208.4418
291.83,143.64,496.19,190.22,331559.485
128.45,915.34,683.65,288.75,484165.475
332.03,208.35,392.4,585.29,264806.9709
917.11,712.35,599.29,428.15,1200667.406
136.1,844,747.85,682.28,578485.1125
985.84,633.45,344.68,564.34,1091249.148
905.56,978.22,138.98,535.55,839889.904
284.56,384.23,903.88,893.2,898866.648
782.58,224.19,113.04,579.24,625788.738
714.72,784.47,110,113.18,523037.8584
777.77,242.44,173.78,561.81,635687.4713
135.25,243.63,466.5,636.92,236551.7325
682.63,477.35,556.99,115.58,776337.157
784.32,453.91,618.05,609.01,997752.6749
463.24,794.34,452.27,334.16,419473.6105
222.43,493.83,452.2,311.43,254271.3749
773.86,518.32,927.31,572.44,1459335.576
850.89,892.86,599.27,696.06,1083834.385
538.43,565.62,321.21,704.24,393786.969
432.05,868.58,285.69,589.46,268875.4386
125.94,141.67,790.35,927.09,641441.0961
333.83,978.06,211.23,525.31,156585.8918
524.96,422.19,168.2,790.43,304664.6716
496.31,752.27,631.52,670.66,645811.7865
747.63,288.58,280.75,485.79,638256.9694
854.82,121.4,100.56,847.55,741677.096
196.99,409.1,952.51,388.01,946468.3702
117.95,882.17,178.7,961.98,46807.8725
204.37,903.4,468.2,921.9,261900.2369
506.38,489.7,482.75,191.44,489659.7069
413.55,175.3,881.96,266.45,949143.4941
986.09,164.3,799.83,116.48,1612217.997
172.12,828.03,963.83,147.22,958740.7833
776.03,434.19,505.84,413.35,858510.0165
737.63,315.97,110.67,394.86,556740.7258
998.64,579.36,471.6,656.44,1220344.85
845.14,887.23,473.32,776.55,939069.992
822.39,474.03,880.42,466.52,1451931.209
760.41,740.11,619.79,528.89,962891.9022
485.97,192.41,377.5,498.48,379171.5709
979.78,998.65,961.34,439.73,1884583.174
970.1,962.91,207.98,994.97,985344.6604
345.64,530.05,925.38,120.72,975915.874
221.58,431.13,218.21,296.39,97009.6905
682.98,651.77,200.87,557.88,507368.3173
358.34,751.32,737.56,900.17,673302.4792
225.14,287.4,114.41,153.6,63931.2677
444.44,893.9,804.73,878.57,845995.8565
639.35,936.25,794.92,584.63,1041250.859
770.37,611.01,110.6,233.12,605935.4169
280.07,313.46,923.57,623.65,932044.3998
198.84,556.43,739.7,529.34,587222.7756
960.33,338.4,504.93,874.98,1178062.994
142.23,426.01,720.2,740.63,539658.0429
479.39,225.71,403.68,292.15,393064.4645
355.78,453.93,477.03,630.87,354767.8993
931.18,552.37,967.97,978,1805040.113
745.45,415.56,650.12,774,979125.7169
957.01,332.66,653.07,631.1,1342999.665
374.6,984.29,975.35,996.99,1092629.773
825.76,708.56,591.45,518.56,1032211.24
812.91,130.93,527.21,305.28,939078.3322
849.96,658.89,798.69,243.87,1360581.588
440.27,647.63,813.98,115.52,856516.6333
283.94,857.63,757.45,784.74,655137.1661
392.07,953.69,783.68,847.36,768720.5873
237.17,141.21,294.45,943.95,143894.3614
398.45,217.77,534.44,435.33,444823.8461
163.35,423.34,770.03,452.43,620081.8534
919.05,938.36,656.73,831.8,1276778.995
241.47,483.58,651.23,403.29,482811.5638
103.89,707.06,763.9,193.01,594529.3521
853.81,475.66,452.04,357.72,933689.3977
642.25,108.87,413,518.62,583572.6825
618.28,753.59,752.84,153.76,949191.984
811.49,520.57,727.27,357.9,1187795.573
600.29,146.29,513.43,845.57,624804.019
479.5,162.01,145.14,750.38,251736.2496
803.31,124.1,388.69,150.64,796537.5122
230.23,221.42,897.61,977.15,859686.715
509.91,273.87,161.18,843.4,286830.6005
434.42,729.83,203.01,598.93,230532.7265
923.94,825.15,119.62,450,868424.068
588.24,740.3,144.64,242.64,367189.6672
123.41,900.26,531.69,338.1,298262.3842
930.24,902.76,488.1,511.23,1104099.298
991.09,768.64,183.44,944.58,1016854.202
716.45,760,167.73,386.14,541820.0954
312.93,751.97,500.39,743.71,349059.047
898.17,160.2,268.08,460.03,879036.2653
122.41,737.75,340.31,586.02,131381.1242
920.34,431.5,860.78,275.33,1588243.254
837.74,646.16,268.33,305.05,774114.3465
799.64,614.5,540.33,241.54,931622.1785
210.99,913.11,479.91,538.64,275369.0282
890.54,933.29,360.35,957.37,923870.9841
700.98,564.95,808.46,364.47,1145345.002
407.57,177.05,785.84,293.92,783951.7305
790.26,236.14,771.77,601.65,1220741.451
518.34,702.24,831.33,106.06,959891.9845
755.98,634.64,879.32,324.34,1345033.763
198.61,154.69,507.88,627.58,298015.6065
716.87,940.58,318.03,461.16,615506.8378
441.12,761.96,930.35,942.35,1061080.327
682.43,933.16,730.57,839.49,1000282.72
135.31,177.36,545.27,505.66,316133.829
129.96,974.36,804.38,776.51,664693.296
675.99,730.23,923.29,653.14,1310080.044
548.93,300.17,823.81,945.7,980932.761
226.02,773.37,519.79,580.36,321847.0445
147.63,978.3,983.77,794.93,990392.9598
419.51,407.09,654.86,655.06,605485.3197
998.22,277.21,606,938,1364617.168
140.72,212.64,413.14,576.62,191063.398
282.35,910.53,551.92,669.38,385006.5889
113.41,798.9,776.41,220.25,615894.5662
567.01,376.93,112.96,929.2,335189.5017
240.85,666.89,959.09,285.91,978148.2606
482.12,601.98,115.6,340.93,246143.9844
892.07,695.67,244.68,981.09,856638.2773
407.72,412.72,100.63,604.49,176966.4853
621.1,961,835.17,519.84,1083793.979
847.42,212.43,618.73,837.13,1101784.599
289.11,476.78,569.41,439.81,408252.1502
502.57,662.03,765.05,951.58,838829.6874
525.71,610.31,784.42,921.36,892607.1005
492.15,840.34,231.02,287.93,295869.7929
376.59,156.98,349.56,684.44,264696.6617
219.73,171.18,965.62,422.93,981126.1873
697.5,220.31,441.64,118.17,681670.3096
694.38,242.51,375.88,828.93,624278.2888
890.75,165.09,436.95,152.25,984513.115
866.28,137.63,760.78,303.57,1329530.817
274.39,787.12,524.29,174.29,350344.1662
496.2,982.2,225.18,705.19,297625.6624
422.49,795.49,549.31,642.59,480881.8662
886.64,405.89,437.01,167.27,977275.4997
500.86,805.19,275.35,738.88,327417.2421
317.13,159.2,212.07,293.26,145838.3818
874.77,634.03,725.31,725.34,1292022.489
266,208.54,278.01,623.81,148669.3701
316.53,859.28,878.27,582.72,872132.1538
418.96,996.51,983.19,580.26,1142770.318
157.42,675.09,365.17,873.65,159003.8353
948.58,237.26,466.31,964.6,1118213.633
306.3,762.91,722.87,957.2,617317.9269
536.31,977.35,490.55,144.19,528411.9086
578.02,935.5,775.94,603.8,936793.804
231.84,624.18,218.93,383.53,102063.6605
694.18,383.35,629.62,720.95,879028.1668
340.68,881.85,516.65,130.72,383120.8049
131.65,776.26,410.34,294.75,186005.3881
251.77,485.4,627.84,606.03,458177.2285
951.46,249.66,171.86,927.52,935739.5112
551.98,462.56,442.35,970.69,501326.1329
434.94,336.13,572.67,227.24,517350.9725
453.68,827.7,513.76,207.75,469982.63
471.18,469.09,155.15,639.95,246722.0649
703.03,817.13,294.81,991.63,582155.747
642.67,108.42,570.88,792.27,739720.9733
336.1,484.51,632.81,128.17,513539.8761
229.5,227.49,722.71,117.01,575097.0041
996.98,883.75,789.61,489.89,1617942.963
119.07,484.68,574.73,895.59,345387.8278
293.45,297.58,949.2,411.63,987505.1725
312.24,397.3,998.43,655,1095011.283
564,235.36,982.89,543.22,1284711.972
679.65,937.06,970.19,166.59,1403359.349
194.73,633.34,734.13,163.3,577029.9298
735.89,807.53,487.31,597.82,779602.9482
405.49,916.12,235.65,757.12,220710.1826
668.45,755.47,463.72,164.13,662025.7709
348.23,847.01,907.41,851.69,945508.731
558.29,147.26,503.11,541.37,565348.7662
509.69,184.24,846.57,339.11,976803.771
418.48,449.33,181.64,538.98,208657.58
491.1,908.05,467.04,872.81,460178.3816
611.28,875.6,436.62,676.13,564976.3928
480.33,116.3,101.31,788.28,241768.905
804.51,404.63,397.46,105.59,805316.3817
941.28,265.92,351.2,920.85,1010270.328
206.83,667.01,899.98,972.74,853715.3893
474.76,603.12,297.35,177.9,313991.9801
606.72,564.39,106.33,194.17,379609.3973
949.08,914.32,209.96,188.3,945024.348
860.07,835.26,387.51,363.17,890247.575
926.45,955.79,656.97,231.86,1290151.043
489.56,157.7,282,871.96,320064.9536
213.39,724.69,758.5,729.78,621587.3221
780.08,201.17,969.84,937.12,1550051.552
780.69,269.22,293.43,810.28,696388.321
630.41,907.6,899.82,832.06,1207924.861
483.4,564.35,754.55,172.56,803193.8225
914.45,659.64,332.55,573.92,947382.225
684.54,206.85,915.89,637.07,1308086.574
818.45,573.19,642.53,227.55,1082932.753
566.77,917.91,309.92,766.51,418045.1493
721.27,718.56,773.25,376.85,1118522.825
665.87,657.9,133.22,389.23,461519.6553
520.74,787.83,904.62,351.47,1089858.962
470.96,364.67,426.4,473.9,404094.1816
279.41,982.37,178.33,763.96,110635.497
739.1,766.7,139.96,894.57,566752.1816
301.73,462.96,711.23,277.47,597166.5758
830.97,258.18,816.11,693.95,1357240.623
291.31,489.21,843.52,341.75,796729.2565
991.23,373.38,118.57,561.37,997157.1278
374.48,278.43,840.85,722.69,847986.6829
818.18,167.99,946.19,332.5,1565026.529
569.13,503.25,413.92,132.6,495371.3233
804.91,750.08,466.89,883.99,866750.3702
614.74,248.67,522.73,420.75,651572.6705
264.77,153.85,866.71,458.97,821748.347
127.23,917.67,685.37,468.9,486388.4098
167.64,150.14,564.68,220.27,347186.942
903.79,775.68,380.32,546.91,962026.5765
924.68,158.67,907.62,801.1,1679608.267
494.09,566.41,278.52,517.62,322215.9385
390.55,515.59,497.33,570.24,400436.6714
530.97,212.2,779.43,534.16,889974.4258
462.84,624.15,801.57,833.07,857568.4005
223.01,393.56,433.92,829.98,238850.0065
470.06,335.15,669.38,454,669479.988
763.37,763.74,813.26,165.5,1244291.085
478.01,425.6,940.6,867.53,1114089.45
553.61,749.69,822,254.01,982422.0421
975.23,701.4,810.32,297.44,1607989.495
607.67,794.57,779.34,308.24,976941.9045
468.22,400.05,959.56,646.12,1140631.482
515.41,563.73,506.33,928.66,522946.197
485.21,880.29,993.1,871.13,1222547.484
170.45,860.79,704.98,983.29,527033.2929
333.77,101.36,804.14,830.17,758873.7225
179.26,333.36,443.27,699.69,229322.1305
590.24,276.76,515.68,935.23,615244.35
352.1,392.54,432,560.69,311159.1
972.05,919.6,622.7,768.79,1333405.283
962.32,718.85,120.92,772.54,941453.9688
770,554.98,156.91,866.67,618387.4181
655.74,189.2,600.45,117.1,790652.2501
420.01,147.39,164.72,298.14,203839.2185
502.75,455.53,507.78,737.29,511335.3809
655.11,541.38,730.82,932.7,964199.6845
345.78,313.23,885.98,447.82,904972.1888
280.17,601.78,476.79,453.21,306277.143
187.97,780.75,824.18,879.99,715485.3833
866.46,664.38,998.83,902.09,1749316.391
677.92,763.18,858.99,660.32,1198099.667
342.12,694.28,436.86,986.13,308878.884
980.28,776.67,301.49,820.1,1052665.199
104.79,516.18,215.37,196.5,57561.681
345.46,426.55,744.42,739.56,674243.308
587.03,648.2,526.05,473.97,621806.7934
944.2,443.92,714.46,692.39,1402659.122
513.74,533.89,229.99,605.88,317430.0677
998.88,513.1,898.52,295.57,1805395.015
914.48,568.19,224.47,384.62,887045.0713
954.46,614.19,603.8,231.65,1275799.982
662.07,151.58,686.72,212.96,910134.0033
178.48,873.12,968.76,614.32,970965.368
224.58,706.2,492.12,422.71,293040.9808
738.54,188.07,929.16,378.64,1409158.277
584.45,385.44,848.58,834.09,1062503.909
338.28,825.6,222.78,776.5,164840.7868
941.38,224.48,623.69,170.89,1275356.411
776.44,601.74,123.37,964.6,619043.8305
186,167.86,272.9,574.72,109645.13
185.37,427.73,879.28,817.57,808312.9253
345.4,373.54,765.35,532.09,705593.8725
843.76,733.29,383.67,723.36,859856.9665
678.24,385.03,899.96,580.3,1270517.799
869.55,701.13,828.03,686.22,1442437.103
117.21,313.26,146.48,321.36,35515.9345
273.45,654.4,118.36,845.38,89629.3721
741.05,705.2,825.39,622.01,1231045.765
516.94,891.86,762.63,110.31,848941.7905
587.61,424.49,790.6,699.75,971033.6221
338.61,239.54,732.24,610.63,651442.7797
834.92,569.2,360.61,872.58,828003.5585
959.26,449.7,261.69,766.46,989427.8637
123.33,804.32,485.63,876.71,251923.4958
986.76,778.35,464.16,611.12,1189750.923
340.43,305.81,513.64,135.28,379853.9145
137.97,529.22,898.53,598.85,826990.7318
271,437.31,329.33,465.51,182364.7589
721.56,109.64,343.87,259.12,639154.5305
181.58,268.89,663.45,805.71,473942.9089
441.19,320.43,631.54,205.52,593696.9077
470.21,216.78,623.1,771.67,610122.7241
346.91,525.53,937.81,696.51,1000530.654
124.28,327.27,111.68,255.53,28173.4708
168.32,419.29,481,782.12,260474.7424
662.18,494.08,979.14,763.12,1397960.612
253.38,155.18,516.38,710.66,331560.3888
435.57,338.83,516.29,138.42,456415.009
682.05,152.81,822.3,916.18,1142285.673
857.49,596.52,916.26,402.29,1575223.778
231.58,810.45,804.9,992.04,702485.3464
769.99,946.7,609.66,337.89,964907.8057
606.85,703.13,674.47,923.78,824100.4834
153.46,420.62,664.42,819.22,465823.128
658.62,688.55,898.93,572.26,1242427.709
251.53,742.72,632.96,848.46,464754.1625
893.84,219.79,887.79,111.74,1587232.77
683.61,338.98,692.17,805.04,947226.981
487.86,493.07,175.91,151.6,269103.3077
983.45,873.75,878.95,292.09,1740019.095
111.66,602.14,281.56,745.29,92489.2792
286.22,691.52,986.47,646.04,1055690.989
124.63,960.49,347.6,205.22,136563.6169
425.91,992.37,377.34,233.74,324018.5437
713.39,502.9,215.01,653.92,555808.5122
910.94,569.56,142.59,506.34,850649.9317
886.71,241.4,652.14,600.38,1212141.584
941.4,388.99,862.8,701.6,1631359.4
139.41,851.94,723.88,554.57,543991.9725
518.73,662.21,966.03,834.83,1203129.604
968.19,436.9,633.43,823.98,1339449.421
616.7,884.64,115.21,955.95,394548.1841
496.22,185.9,826.92,820.04,930851.0148
276.63,453.25,619.75,170.42,460784.6394
907.01,747.99,748.19,785.5,1383240.916
882.16,310.89,847.17,736.48,1496639.755
